"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Mother's Bridged Race"	"Mother's Bridged Race Code"	Births	% of Total Births	Total Population	Birth Rate	Female Population	Fertility Rate	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"California"	"06"	"Kern County, CA"	"06029"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	514	0.01%	44548	11.54	10082	50.98	3158.41	29.95	38.52	38.48
	"California"	"06"	"Kern County, CA"	"06029"	"2010"	"2010"	"Black or African American"	"2054-5"	930	0.01%	58623	15.86	11589	80.25	3029.05	24.84	38.10	38.26
	"California"	"06"	"Kern County, CA"	"06029"	"2010"	"2010"	"White"	"2106-3"	12857	0.20%	710668	18.09	143333	89.70	3304.04	26.20	38.75	38.72
	"California"	"06"	"Kern County, CA"	"06029"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	117	0.00%	26649	4.39	5870	19.93	3317.23	25.86	38.46	38.57
	"California"	"06"	"Kern County, CA"	"06029"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	551	0.01%	45791	12.03	10118	54.46	3181.65	29.78	38.74	38.51
	"California"	"06"	"Kern County, CA"	"06029"	"2011"	"2011"	"Black or African American"	"2054-5"	951	0.01%	58929	16.14	11596	82.01	3092.07	24.70	38.43	38.41
	"California"	"06"	"Kern County, CA"	"06029"	"2011"	"2011"	"White"	"2106-3"	12668	0.19%	720341	17.59	144850	87.46	3304.98	26.34	38.73	38.68
	"California"	"06"	"Kern County, CA"	"06029"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	117	0.00%	26734	4.38	5890	19.86	3329.31	25.73	39.03	38.72
	"California"	"06"	"Kern County, CA"	"06029"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	630	0.01%	46717	13.49	10357	60.83	3185.84	29.99	38.65	38.51
	"California"	"06"	"Kern County, CA"	"06029"	"2012"	"2012"	"Black or African American"	"2054-5"	1005	0.02%	58840	17.08	11760	85.46	3083.26	25.30	38.28	38.24
	"California"	"06"	"Kern County, CA"	"06029"	"2012"	"2012"	"White"	"2106-3"	12801	0.20%	723867	17.68	145748	87.83	3323.53	26.53	38.81	38.70
	"California"	"06"	"Kern County, CA"	"06029"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	125	0.00%	26630	4.69	5932	21.07	3310.82	25.28	38.86	38.54
	"California"	"06"	"Kern County, CA"	"06029"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	594	0.01%	48579	12.23	10714	55.44	3134.02	29.82	38.35	38.26
	"California"	"06"	"Kern County, CA"	"06029"	"2013"	"2013"	"Black or African American"	"2054-5"	944	0.01%	59486	15.87	11984	78.77	3069.06	25.36	38.38	38.28
	"California"	"06"	"Kern County, CA"	"06029"	"2013"	"2013"	"White"	"2106-3"	12486	0.19%	729429	17.12	146726	85.10	3306.43	26.69	38.74	38.60
	"California"	"06"	"Kern County, CA"	"06029"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	119	0.00%	26799	4.44	6030	19.73	3368.03	25.60	38.38	38.30
	"California"	"06"	"Kern County, CA"	"06029"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	613	0.01%	49865	12.29	10893	56.27	3199.03	30.31	38.56	38.43
	"California"	"06"	"Kern County, CA"	"06029"	"2014"	"2014"	"Black or African American"	"2054-5"	924	0.01%	60563	15.26	12242	75.48	3085.66	25.53	38.23	38.19
	"California"	"06"	"Kern County, CA"	"06029"	"2014"	"2014"	"White"	"2106-3"	12537	0.19%	737362	17.00	148130	84.64	3318.57	26.88	38.75	38.66
	"California"	"06"	"Kern County, CA"	"06029"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	125	0.00%	26989	4.63	6070	20.59	3242.26	26.42	38.40	38.43
	"California"	"06"	"Kern County, CA"	"06029"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	620	0.01%	51261	12.09	11044	56.14	3104.73	30.38	38.22	38.15
	"California"	"06"	"Kern County, CA"	"06029"	"2015"	"2015"	"Black or African American"	"2054-5"	865	0.01%	61115	14.15	12372	69.92	3086.78	25.90	38.20	38.19
	"California"	"06"	"Kern County, CA"	"06029"	"2015"	"2015"	"White"	"2106-3"	12158	0.19%	742811	16.37	148875	81.67	3312.99	27.15	38.74	38.66
	"California"	"06"	"Kern County, CA"	"06029"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	122	0.00%	27008	4.52	6122	19.93	3289.48	26.98	38.86	38.69
	"California"	"06"	"Kern County, CA"	"06029"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	641	0.01%	51823	12.37	11209	57.19	3201.67	30.73	38.58	38.53
	"California"	"06"	"Kern County, CA"	"06029"	"2016"	"2016"	"Black or African American"	"2054-5"	908	0.01%	61043	14.87	12288	73.89	3045.44	26.70	38.25	38.12
	"California"	"06"	"Kern County, CA"	"06029"	"2016"	"2016"	"White"	"2106-3"	12057	0.19%	744914	16.19	148865	80.99	3313.82	27.39	38.71	38.62
	"California"	"06"	"Kern County, CA"	"06029"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	132	0.00%	27301	4.83	6191	21.32	3349.08	26.82	38.99	38.89
	"California"	"06"	"Kern County, CA"	"06029"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	606	0.01%	54087	11.20	11623	52.14	3149.40	30.93	38.47	38.29
	"California"	"06"	"Kern County, CA"	"06029"	"2017"	"2017"	"Black or African American"	"2054-5"	823	0.01%	61511	13.38	12430	66.21	3095.73	26.47	38.29	38.29
	"California"	"06"	"Kern County, CA"	"06029"	"2017"	"2017"	"White"	"2106-3"	11765	0.18%	750220	15.68	149682	78.60	3292.65	27.48	38.68	38.57
	"California"	"06"	"Kern County, CA"	"06029"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	103	0.00%	27505	3.74	6281	16.40	3286.32	27.30	38.63	38.38
	"California"	"06"	"Kern County, CA"	"06029"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	648	0.01%	54432	11.90	11584	55.94	3167.22	30.91	38.41	38.26
	"California"	"06"	"Kern County, CA"	"06029"	"2018"	"2018"	"Black or African American"	"2054-5"	874	0.01%	62184	14.06	12622	69.24	3034.28	26.70	38.01	38.02
	"California"	"06"	"Kern County, CA"	"06029"	"2018"	"2018"	"White"	"2106-3"	11291	0.17%	752643	15.00	150055	75.25	3303.20	27.76	38.68	38.57
	"California"	"06"	"Kern County, CA"	"06029"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	129	0.00%	27605	4.67	6271	20.57	3323.29	26.69	38.81	38.64
	"California"	"06"	"Kern County, CA"	"06029"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	724	0.01%	54551	13.27	11649	62.15	3156.73	30.81	38.40	38.35
	"California"	"06"	"Kern County, CA"	"06029"	"2019"	"2019"	"Black or African American"	"2054-5"	876	0.01%	62457	14.03	12855	68.14	3100.46	27.29	38.04	38.10
	"California"	"06"	"Kern County, CA"	"06029"	"2019"	"2019"	"White"	"2106-3"	11036	0.17%	755589	14.61	151294	72.94	3286.44	27.87	38.56	38.52
	"California"	"06"	"Kings County, CA"	"06031"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	25	0.00%	4351	5.75	882	28.34	3510.92	26.04	39.00	38.68
	"California"	"06"	"Kings County, CA"	"06031"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	108	0.00%	6629	16.29	1435	75.26	3142.45	29.14	38.49	37.73
	"California"	"06"	"Kings County, CA"	"06031"	"2007"	"2007"	"Black or African American"	"2054-5"	144	0.00%	13334	10.80	1682	85.61	3154.14	24.97	38.49	38.12
	"California"	"06"	"Kings County, CA"	"06031"	"2007"	"2007"	"White"	"2106-3"	2504	0.04%	126106	19.86	24192	103.51	3351.83	25.70	38.81	38.61
	"California"	"06"	"Kings County, CA"	"06031"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	49	0.00%	4620	10.61	925	52.97	3382.73	23.92	38.86	38.34
	"California"	"06"	"Kings County, CA"	"06031"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	101	0.00%	6884	14.67	1484	68.06	3163.34	27.81	38.91	38.56
	"California"	"06"	"Kings County, CA"	"06031"	"2008"	"2008"	"Black or African American"	"2054-5"	135	0.00%	13311	10.14	1669	80.89	3239.93	25.11	38.57	38.49
	"California"	"06"	"Kings County, CA"	"06031"	"2008"	"2008"	"White"	"2106-3"	2426	0.04%	127212	19.07	24351	99.63	3360.79	25.81	38.88	38.61
	"California"	"06"	"Kings County, CA"	"06031"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	46	0.00%	4918	9.35	1005	45.77	3357.70	25.67	38.59	38.61
	"California"	"06"	"Kings County, CA"	"06031"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	108	0.00%	7264	14.87	1570	68.79	3293.11	28.42	38.82	38.68
	"California"	"06"	"Kings County, CA"	"06031"	"2009"	"2009"	"Black or African American"	"2054-5"	123	0.00%	13103	9.39	1653	74.41	3166.07	25.11	38.24	38.40
	"California"	"06"	"Kings County, CA"	"06031"	"2009"	"2009"	"White"	"2106-3"	2368	0.04%	126993	18.65	24384	97.11	3348.22	25.91	38.87	38.65
	"California"	"06"	"Kings County, CA"	"06031"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	32	0.00%	5178	6.18	1063	30.10	3444.59	25.62	38.31	38.59
	"California"	"06"	"Kings County, CA"	"06031"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	105	0.00%	7381	14.23	1599	65.67	3315.49	27.87	38.84	38.80
	"California"	"06"	"Kings County, CA"	"06031"	"2010"	"2010"	"Black or African American"	"2054-5"	136	0.00%	13185	10.31	1691	80.43	3123.81	24.76	38.25	38.41
	"California"	"06"	"Kings County, CA"	"06031"	"2010"	"2010"	"White"	"2106-3"	2236	0.03%	127238	17.57	24376	91.73	3336.72	26.15	38.76	38.54
	"California"	"06"	"Kings County, CA"	"06031"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	46	0.00%	5155	8.92	1065	43.19	3327.35	24.67	39.20	39.04
	"California"	"06"	"Kings County, CA"	"06031"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	104	0.00%	7628	13.63	1623	64.08	3303.10	28.85	38.63	38.65
	"California"	"06"	"Kings County, CA"	"06031"	"2011"	"2011"	"Black or African American"	"2054-5"	146	0.00%	13163	11.09	1741	83.86	3077.51	26.01	38.20	38.27
	"California"	"06"	"Kings County, CA"	"06031"	"2011"	"2011"	"White"	"2106-3"	2271	0.03%	127819	17.77	24334	93.33	3329.39	26.28	38.75	38.58
	"California"	"06"	"Kings County, CA"	"06031"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	47	0.00%	5226	8.99	1102	42.65	3576.19	26.64	39.11	38.94
	"California"	"06"	"Kings County, CA"	"06031"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	85	0.00%	7613	11.17	1628	52.21	3225.88	29.44	38.60	38.47
	"California"	"06"	"Kings County, CA"	"06031"	"2012"	"2012"	"Black or African American"	"2054-5"	104	0.00%	12387	8.40	1676	62.05	3158.65	24.67	38.19	38.23
	"California"	"06"	"Kings County, CA"	"06031"	"2012"	"2012"	"White"	"2106-3"	2122	0.03%	126138	16.82	24130	87.94	3361.78	26.72	38.83	38.68
	"California"	"06"	"Kings County, CA"	"06031"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	40	0.00%	5302	7.54	1110	36.04	3392.57	26.20	38.70	38.40
	"California"	"06"	"Kings County, CA"	"06031"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	84	0.00%	7618	11.03	1630	51.53	3263.32	28.19	38.79	38.65
	"California"	"06"	"Kings County, CA"	"06031"	"2013"	"2013"	"Black or African American"	"2054-5"	120	0.00%	12369	9.70	1738	69.04	3108.35	25.94	38.33	38.09
	"California"	"06"	"Kings County, CA"	"06031"	"2013"	"2013"	"White"	"2106-3"	2150	0.03%	125671	17.11	23995	89.60	3359.31	26.72	38.91	38.71
	"California"	"06"	"Kings County, CA"	"06031"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	59	0.00%	5298	11.14	1104	53.44	3395.25	25.98	38.54	38.41
	"California"	"06"	"Kings County, CA"	"06031"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	100	0.00%	7742	12.92	1717	58.24	3159.60	28.47	38.59	38.64
	"California"	"06"	"Kings County, CA"	"06031"	"2014"	"2014"	"Black or African American"	"2054-5"	127	0.00%	12150	10.45	1802	70.48	3179.60	25.94	38.82	38.75
	"California"	"06"	"Kings County, CA"	"06031"	"2014"	"2014"	"White"	"2106-3"	2064	0.03%	125079	16.50	24168	85.40	3361.22	27.01	38.79	38.65
	"California"	"06"	"Kings County, CA"	"06031"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	29	0.00%	5368	5.40	1119	25.92	3437.72	25.90	39.55	39.14
	"California"	"06"	"Kings County, CA"	"06031"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	99	0.00%	7898	12.53	1676	59.07	3183.69	29.41	38.72	38.56
	"California"	"06"	"Kings County, CA"	"06031"	"2015"	"2015"	"Black or African American"	"2054-5"	104	0.00%	12152	8.56	1770	58.76	3326.75	25.91	38.62	38.65
	"California"	"06"	"Kings County, CA"	"06031"	"2015"	"2015"	"White"	"2106-3"	2042	0.03%	125547	16.26	24199	84.38	3339.76	27.24	38.75	38.62
	"California"	"06"	"Kings County, CA"	"06031"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	44	0.00%	5415	8.13	1143	38.50	3300.41	27.52	38.30	38.02
	"California"	"06"	"Kings County, CA"	"06031"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	89	0.00%	7842	11.35	1713	51.96	3331.24	29.58	38.87	38.60
	"California"	"06"	"Kings County, CA"	"06031"	"2016"	"2016"	"Black or African American"	"2054-5"	124	0.00%	11948	10.38	1748	70.94	3229.15	25.97	38.31	38.42
	"California"	"06"	"Kings County, CA"	"06031"	"2016"	"2016"	"White"	"2106-3"	1991	0.03%	124580	15.98	23863	83.43	3323.99	27.06	38.73	38.54
	"California"	"06"	"Kings County, CA"	"06031"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	55	0.00%	5523	9.96	1181	46.57	3452.44	27.15	38.58	38.64
	"California"	"06"	"Kings County, CA"	"06031"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	99	0.00%	7832	12.64	1667	59.39	3363.69	30.58	38.81	38.64
	"California"	"06"	"Kings County, CA"	"06031"	"2017"	"2017"	"Black or African American"	"2054-5"	129	0.00%	11863	10.87	1807	71.39	3170.16	26.85	38.49	38.38
	"California"	"06"	"Kings County, CA"	"06031"	"2017"	"2017"	"White"	"2106-3"	2090	0.03%	124883	16.74	24107	86.70	3337.56	27.48	38.74	38.56
	"California"	"06"	"Kings County, CA"	"06031"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	52	0.00%	5576	9.33	1198	43.41	3437.83	27.15	38.73	38.67
	"California"	"06"	"Kings County, CA"	"06031"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	81	0.00%	7994	10.13	1658	48.85	3246.07	30.79	38.74	38.67
	"California"	"06"	"Kings County, CA"	"06031"	"2018"	"2018"	"Black or African American"	"2054-5"	140	0.00%	12243	11.44	1911	73.26	3178.32	25.82	38.56	38.48
	"California"	"06"	"Kings County, CA"	"06031"	"2018"	"2018"	"White"	"2106-3"	1989	0.03%	125553	15.84	24077	82.61	3330.48	27.69	38.59	38.50
	"California"	"06"	"Kings County, CA"	"06031"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	44	0.00%	5679	7.75	1216	36.18	3408.20	26.91	38.80	38.66
	"California"	"06"	"Kings County, CA"	"06031"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	93	0.00%	7894	11.78	1617	57.51	3267.22	30.19	38.68	38.31
	"California"	"06"	"Kings County, CA"	"06031"	"2019"	"2019"	"Black or African American"	"2054-5"	136	0.00%	12724	10.69	1989	68.38	3026.11	26.44	37.91	37.88
	"California"	"06"	"Kings County, CA"	"06031"	"2019"	"2019"	"White"	"2106-3"	1842	0.03%	126643	14.54	24224	76.04	3338.51	27.82	38.75	38.59
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	377	0.01%	147484	2.56	37043	10.18	3281.74	27.76	38.44	38.41
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	18195	0.28%	1433269	12.69	339578	53.58	3183.62	31.51	38.54	38.43
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2007"	"2007"	"Black or African American"	"2054-5"	11917	0.18%	974207	12.23	226386	52.64	3117.67	26.78	38.19	38.22
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2007"	"2007"	"White"	"2106-3"	121419	1.86%	7145399	16.99	1586715	76.52	3293.47	27.85	38.58	38.50
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	375	0.01%	154937	2.42	38704	9.69	3279.95	27.46	38.49	38.38
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	17704	0.27%	1456974	12.15	341846	51.79	3185.87	31.64	38.60	38.44
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2008"	"2008"	"Black or African American"	"2054-5"	12231	0.19%	968638	12.63	223264	54.78	3108.71	26.92	38.19	38.16
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2008"	"2008"	"White"	"2106-3"	117435	1.80%	7154598	16.41	1582092	74.23	3295.44	27.96	38.62	38.50
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	395	0.01%	163705	2.41	40192	9.83	3312.81	27.59	38.44	38.34
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	17195	0.26%	1477404	11.64	343276	50.09	3188.63	31.76	38.60	38.47
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"Black or African American"	"2054-5"	11742	0.18%	969387	12.11	221158	53.09	3113.91	26.96	38.26	38.25
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"White"	"2106-3"	110425	1.70%	7176904	15.39	1579494	69.91	3290.26	28.08	38.61	38.54
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	391	0.01%	169693	2.30	41116	9.51	3342.28	28.07	38.61	38.49
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	16560	0.25%	1490713	11.11	343841	48.16	3182.15	31.98	38.60	38.48
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"Black or African American"	"2054-5"	11445	0.18%	970730	11.79	219576	52.12	3107.02	27.10	38.27	38.26
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"White"	"2106-3"	104856	1.61%	7187469	14.59	1577241	66.48	3292.61	28.24	38.64	38.57
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	433	0.01%	173455	2.50	41456	10.44	3298.54	27.67	38.72	38.65
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	17248	0.26%	1507705	11.44	343014	50.28	3193.11	31.96	38.62	38.51
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Black or African American"	"2054-5"	11192	0.17%	971727	11.52	217548	51.45	3127.66	27.19	38.34	38.33
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"White"	"2106-3"	101497	1.56%	7236169	14.03	1578857	64.29	3292.79	28.45	38.65	38.57
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	366	0.01%	173708	2.11	41173	8.89	3325.86	27.83	38.79	38.60
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	20822	0.32%	1541194	13.51	349727	59.54	3201.04	32.03	38.67	38.52
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Black or African American"	"2054-5"	10998	0.17%	979138	11.23	218475	50.34	3134.28	27.46	38.37	38.32
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"White"	"2106-3"	99478	1.53%	7268749	13.69	1578831	63.01	3297.31	28.61	38.69	38.59
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	437	0.01%	174327	2.51	41364	10.56	3264.06	28.41	38.58	38.46
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	21011	0.32%	1561004	13.46	350311	59.98	3207.80	32.27	38.66	38.56
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Black or African American"	"2054-5"	10834	0.17%	978741	11.07	217313	49.85	3132.08	27.70	38.34	38.31
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"White"	"2106-3"	96316	1.48%	7302996	13.19	1579179	60.99	3295.08	28.82	38.69	38.59
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	429	0.01%	174760	2.45	41433	10.35	3290.82	29.07	38.51	38.44
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	23807	0.37%	1599434	14.88	355182	67.03	3218.51	32.30	38.71	38.60
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Black or African American"	"2054-5"	10557	0.16%	983026	10.74	217375	48.57	3130.11	28.10	38.31	38.26
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"White"	"2106-3"	95496	1.47%	7359485	12.98	1587087	60.17	3291.96	29.05	38.68	38.59
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	447	0.01%	174711	2.56	41127	10.87	3304.46	28.99	38.64	38.54
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	20727	0.32%	1630231	12.71	358321	57.84	3196.01	32.56	38.63	38.53
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Black or African American"	"2054-5"	9892	0.15%	982512	10.07	215626	45.88	3118.78	28.32	38.35	38.31
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"White"	"2106-3"	93575	1.44%	7382838	12.67	1580481	59.21	3280.46	29.27	38.67	38.59
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	447	0.01%	172974	2.58	40707	10.98	3298.95	28.70	38.77	38.47
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	21632	0.33%	1635625	13.23	355463	60.86	3199.50	32.36	38.65	38.53
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Black or African American"	"2054-5"	10165	0.16%	976481	10.41	213070	47.71	3140.01	28.61	38.41	38.36
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"White"	"2106-3"	90848	1.39%	7352835	12.36	1563832	58.09	3287.64	29.47	38.69	38.59
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	459	0.01%	172386	2.66	40547	11.32	3244.35	28.71	38.67	38.55
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	20308	0.31%	1663066	12.21	358846	56.59	3203.42	32.56	38.66	38.56
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2017"	"2017"	"Black or African American"	"2054-5"	9775	0.15%	972404	10.05	211693	46.18	3126.09	28.89	38.33	38.28
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2017"	"2017"	"White"	"2106-3"	86408	1.33%	7355651	11.75	1558213	55.45	3287.23	29.68	38.67	38.59
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	363	0.01%	170833	2.12	40225	9.02	3303.59	30.13	38.66	38.60
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	18069	0.28%	1660701	10.88	356320	50.71	3196.39	32.91	38.63	38.53
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2018"	"2018"	"Black or African American"	"2054-5"	9244	0.14%	966400	9.57	210295	43.96	3142.92	29.27	38.41	38.37
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2018"	"2018"	"White"	"2106-3"	82595	1.27%	7307584	11.30	1541571	53.58	3287.42	29.98	38.65	38.57
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	410	0.01%	169319	2.42	40026	10.24	3292.77	29.61	38.59	38.47
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	18003	0.28%	1654396	10.88	350924	51.30	3181.86	33.05	38.59	38.50
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2019"	"2019"	"Black or African American"	"2054-5"	9196	0.14%	959767	9.58	209265	43.94	3147.38	29.19	38.32	38.34
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2019"	"2019"	"White"	"2106-3"	79622	1.22%	7255625	10.97	1526261	52.17	3287.04	30.15	38.61	38.55
	"California"	"06"	"Madera County, CA"	"06039"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	27	0.00%	6327	4.27	1522	17.74	3261.67	23.33	38.63	38.52
	"California"	"06"	"Madera County, CA"	"06039"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	44	0.00%	3889	11.31	988	44.53	3042.05	30.05	37.86	38.14
	"California"	"06"	"Madera County, CA"	"06039"	"2007"	"2007"	"Black or African American"	"2054-5"	46	0.00%	6720	6.85	2578	17.84	3054.93	26.26	38.80	38.65
	"California"	"06"	"Madera County, CA"	"06039"	"2007"	"2007"	"White"	"2106-3"	2495	0.04%	129131	19.32	27354	91.21	3271.09	26.08	38.63	38.67
	"California"	"06"	"Madera County, CA"	"06039"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	35	0.00%	6604	5.30	1583	22.11	3228.63	22.80	37.74	38.06
	"California"	"06"	"Madera County, CA"	"06039"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	38	0.00%	3936	9.65	959	39.62	3215.81	27.92	38.65	38.46
	"California"	"06"	"Madera County, CA"	"06039"	"2008"	"2008"	"Black or African American"	"2054-5"	39	0.00%	6919	5.64	2616	14.91	3339.62	25.46	39.36	38.92
	"California"	"06"	"Madera County, CA"	"06039"	"2008"	"2008"	"White"	"2106-3"	2423	0.04%	130900	18.51	27671	87.56	3302.03	26.02	38.73	38.68
	"California"	"06"	"Madera County, CA"	"06039"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	19	0.00%	7210	2.64	1701	11.17	3270.37	25.53	38.84	39.16
